lablel,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2,2,7,0,2,0,3,10,0,0,8,0,1,0,2,-2,1,-2,5,0,0,0,4,-1,1,0,-4,0,0,0,0,3,1,-6,7,0,0,0,4,2,1,0,-3,0,0,0,0,0,1,-6,6,0,0,0,4,1,1,0,-2,0,0,0,2,0,1
2,7,1,0,2,0,5,10,1,6,-4,0,0,0,2,3,2,-1,-1,0,0,0,6,-1,2,5,-9,0,0,0,2,3,2,-2,-2,0,0,0,6,2,2,5,-9,0,0,0,3,1,2,2,-9,0,0,0,6,1,2,2,-2,0,0,0,6,-1,2
2,5,5,0,2,0,3,9,1,-2,9,0,1,0,-1,0,2,3,-3,0,0,0,1,-2,2,0,-3,0,0,0,-3,0,2,-1,4,0,0,0,1,1,2,3,-5,0,0,0,1,-1,2,-3,4,0,0,0,-3,3,2,3,-3,0,0,0,1,-1,2
2,6,6,0,2,0,3,10,1,1,9,0,1,0,-1,-1,2,4,-2,0,0,0,3,0,2,1,-2,0,0,0,-1,3,2,1,6,0,0,0,3,1,2,4,-4,0,0,0,1,0,2,-2,7,0,0,0,1,2,2,4,-3,0,0,0,3,-1,2
2,4,2,0,2,0,6,7,1,4,1,0,0,0,1,8,2,7,-8,0,0,0,0,4,2,1,1,0,0,0,3,3,2,7,-6,0,0,0,0,2,2,0,1,0,0,0,3,2,2,7,-6,0,0,0,3,0,2,4,-6,0,0,0,-1,4,2
2,9,1,0,2,0,6,8,1,5,-7,0,1,0,4,0,2,4,0,0,0,0,0,4,2,7,-10,0,0,0,4,0,2,1,1,0,0,0,0,4,2,7,-9,0,0,0,4,3,2,1,0,0,0,0,0,1,2,7,-8,0,0,0,4,2,2
2,6,6,0,2,0,4,9,1,-1,5,0,0,0,-1,3,2,4,-2,0,0,0,3,1,2,1,-2,0,0,0,1,1,2,0,5,0,0,0,0,2,2,4,-4,0,0,0,2,0,2,-2,6,0,0,0,-2,3,2,4,-3,0,0,0,2,-1,2
2,8,2,0,2,0,6,9,0,7,-9,0,1,0,3,4,1,0,-1,0,0,0,1,0,1,6,-8,0,0,0,3,1,1,-1,-1,0,0,0,-1,5,1,6,-8,0,0,0,3,1,1,3,-8,0,0,0,-1,5,1,3,0,0,0,0,3,3,1
2,-1,6,0,2,0,5,7,1,3,8,0,1,0,6,1,2,-6,6,0,0,0,0,-1,2,0,-2,0,0,0,4,1,2,-3,-2,0,0,0,2,0,2,-3,6,0,0,0,2,2,2,0,-4,0,0,0,4,-1,2,-6,6,0,0,0,0,3,2
2,9,3,0,2,0,7,8,1,7,-8,0,0,0,4,2,2,1,0,0,0,0,0,1,2,7,-7,0,0,0,4,1,2,1,0,0,0,0,0,5,2,7,-7,0,0,0,4,3,2,7,-9,0,0,0,2,2,2,0,1,0,0,0,2,4,2
2,6,10,0,2,0,3,10,1,7,-1,0,0,0,1,3,2,1,7,0,0,0,-1,-1,2,7,-1,0,0,0,1,0,2,4,-1,0,0,0,-3,4,2,4,7,0,0,0,1,0,2,7,-3,0,0,0,-3,4,2,1,7,0,0,0,1,2,2
2,5,3,0,2,0,5,7,0,7,-3,0,0,0,6,-1,1,1,-1,0,0,0,0,0,1,6,-8,0,0,0,4,1,1,3,-8,0,0,0,2,0,1,3,0,0,0,0,2,2,1,6,-10,0,0,0,4,-1,1,0,1,0,0,0,0,3,1
2,9,1,0,2,0,2,14,1,2,4,0,1,0,6,0,2,7,-8,0,0,0,2,-1,2,7,-10,0,0,0,6,0,2,0,0,0,0,0,0,2,2,7,-9,0,0,0,4,1,2,1,-1,0,0,0,0,-1,2,7,-8,0,0,0,4,0,2
2,9,2,0,2,0,3,8,1,10,0,0,1,0,5,1,2,2,-1,0,0,0,2,7,2,7,-8,0,0,0,0,3,2,1,0,0,0,0,5,0,2,7,-8,0,0,0,0,3,2,4,-8,0,0,0,4,2,2,4,0,0,0,0,0,0,2
2,4,10,1,1,0,7,8,1,8,-1,1,0,0,4,2,2,1,7,0,0,0,0,1,2,7,-1,0,0,0,4,0,2,4,-1,0,0,0,0,2,2,4,7,0,0,0,4,3,2,7,-3,0,0,0,2,2,2,1,8,0,0,0,2,4,2
2,8,2,0,2,0,4,8,1,9,0,0,1,0,2,3,2,1,0,0,0,0,1,4,2,6,-9,0,0,0,3,1,2,-1,-1,0,0,0,-2,4,2,6,-8,0,0,0,2,3,2,3,-8,0,0,0,-1,2,2,2,-1,0,0,0,2,2,2
2,6,6,0,2,0,4,10,1,-1,5,0,0,0,1,3,2,5,4,0,0,0,5,0,2,1,-2,0,0,0,0,3,2,1,6,0,0,0,4,1,2,4,-4,0,0,0,3,1,2,-2,6,0,0,0,2,2,2,4,-2,0,0,0,4,-1,2
2,8,3,0,2,0,7,7,1,6,3,0,1,0,4,1,2,4,0,0,0,0,0,4,2,6,-9,0,0,0,4,3,2,0,1,0,0,0,0,2,2,6,-7,0,0,0,4,2,2,0,1,0,0,0,2,2,2,6,-7,0,0,0,2,3,2
2,24,1,2,-1,0,3,8,1,5,14,-1,2,0,5,1,2,18,-4,-1,2,0,2,1,2,4,6,1,2,0,2,2,2,7,1,0,1,0,5,0,2,-2,11,1,1,0,0,3,2,15,-5,-1,2,0,4,2,2,1,9,2,1,0,0,0,2
2,8,2,0,2,0,4,8,1,7,-9,0,1,0,0,2,2,0,1,0,0,0,0,-1,2,6,-9,0,0,0,2,1,2,0,0,0,0,0,-2,4,2,6,-8,0,0,0,2,3,2,3,-8,0,0,0,-2,1,2,3,0,0,0,0,2,2,2
2,8,-6,0,1,0,3,9,1,2,3,0,0,0,4,0,2,6,-2,0,-1,0,4,0,2,-1,0,0,-1,0,0,4,2,5,-8,0,-1,0,5,1,2,5,-10,0,-1,0,0,4,2,-1,1,0,-1,0,4,2,2,5,-9,0,-1,0,2,1,2
2,5,28,3,2,0,4,43,0,2,5,2,3,0,15,7,2,-18,20,2,1,0,6,22,2,-7,29,0,2,0,12,17,1,2,11,2,1,0,-1,17,2,-4,9,-1,4,0,3,12,1,-4,1,0,3,0,8,14,2,6,-8,0,3,0,0,7,2
2,2,-5,2,3,0,6,9,2,8,2,-1,4,0,9,11,2,9,-8,-1,3,0,1,5,2,7,11,3,1,0,4,4,2,17,11,2,2,0,7,4,1,5,-3,1,3,0,3,-8,4,14,-3,2,1,0,2,10,2,-1,5,0,3,0,2,12,2
2,4,11,0,2,0,3,9,1,7,-1,0,1,0,5,3,2,0,6,0,0,0,3,2,2,7,-1,0,0,0,2,3,2,7,-3,0,0,0,5,1,2,0,7,0,0,0,0,4,2,7,-2,0,0,0,4,3,2,1,6,0,0,0,0,1,2
2,0,8,0,2,0,7,6,1,-5,12,0,1,0,4,-1,2,0,-2,0,0,0,0,3,2,-7,6,0,0,0,4,2,2,0,-1,0,0,0,0,0,2,-3,-1,0,0,0,4,1,2,-4,6,0,0,0,2,0,2,0,-3,0,0,0,2,2,2
2,9,1,0,2,0,4,8,1,4,-9,0,0,0,5,-2,2,3,-2,0,0,0,1,1,2,7,-11,0,0,0,3,-2,2,1,-2,0,0,0,5,-1,2,7,-9,0,0,0,1,3,2,0,-2,0,0,0,5,-1,2,7,-9,0,0,0,1,3,2
2,2,7,0,2,0,4,10,1,-6,7,0,0,0,3,0,2,0,-1,0,0,0,5,0,2,-6,6,0,0,0,1,-1,2,0,-1,0,0,0,5,2,2,0,-3,0,0,0,1,0,2,-6,8,0,0,0,5,1,2,0,-2,0,0,0,5,-1,2
2,2,-3,0,3,0,8,25,0,5,15,2,1,0,8,23,1,5,-7,0,2,0,8,23,1,0,7,3,0,0,21,18,3,8,14,4,-2,0,5,30,1,18,11,3,0,0,2,32,0,1,15,0,1,0,7,25,-1,12,-7,1,2,0,5,29,3
2,6,4,1,5,0,1,35,1,-1,8,-1,6,0,4,28,2,-1,17,-1,5,0,-4,11,0,-7,17,1,1,0,-1,26,2,1,15,2,2,0,-4,21,2,-14,32,5,2,0,-4,14,3,2,0,-1,4,0,-8,24,2,16,5,5,0,0,-4,15,2
2,6,4,0,2,0,5,6,1,8,-2,0,0,0,7,1,2,2,0,0,0,0,0,2,2,8,-1,0,0,0,4,0,2,4,-7,0,0,0,2,-1,2,4,1,0,0,0,2,1,2,7,-9,0,0,0,4,-2,2,1,2,0,0,0,0,2,2
2,6,3,0,2,0,7,7,1,8,-8,0,1,0,4,0,2,2,2,0,1,0,0,4,2,7,-8,0,0,0,4,0,2,4,-8,0,0,0,0,4,2,3,-1,0,0,0,4,2,2,7,-10,0,0,0,2,1,2,1,1,0,0,0,2,3,2
2,-2,19,1,3,0,5,8,1,7,12,1,2,0,8,-2,2,-1,10,1,2,0,4,0,2,8,20,1,3,0,4,2,2,-6,15,0,3,0,6,-1,2,2,12,0,2,0,2,3,2,1,9,3,0,0,6,2,2,10,10,1,2,0,2,0,2
2,9,1,0,2,0,3,8,1,8,-5,0,0,0,2,-2,2,2,-1,0,0,0,4,0,2,7,-10,0,0,0,0,3,2,1,-1,0,0,0,4,-1,2,7,-9,0,0,0,0,3,2,1,-1,0,0,0,4,1,2,7,-9,0,0,0,2,0,2
2,6,3,0,2,0,7,8,1,10,1,0,1,0,6,2,2,4,3,0,1,0,0,4,2,7,-8,0,0,0,5,1,2,4,-8,0,0,0,0,4,2,4,0,0,0,0,4,3,2,7,-10,0,0,0,0,1,2,1,1,0,0,0,4,2,2
2,7,7,0,2,0,8,13,-1,6,1,0,0,0,9,-2,2,0,5,0,0,0,-1,4,2,6,2,0,0,0,3,3,2,-1,5,0,0,0,4,6,1,5,-3,0,0,0,-2,-5,3,-1,5,0,0,0,3,5,1,5,-3,0,0,0,4,8,2
2,7,5,0,2,0,-1,5,0,2,6,0,1,0,1,3,0,7,-1,0,0,0,0,0,0,0,6,0,0,0,-4,4,2,7,-1,0,0,0,1,1,2,4,-1,0,0,0,-4,4,2,3,6,0,0,0,0,3,2,7,-3,0,0,0,-4,1,2
2,2,7,0,2,0,5,1,0,-2,4,0,0,0,4,-2,0,-2,5,0,0,0,0,3,2,0,-4,0,0,0,5,0,2,-6,7,0,0,0,0,3,2,0,-3,0,0,0,4,1,2,-6,6,0,0,0,3,1,2,0,-2,0,0,0,2,2,2
2,7,5,0,2,0,4,14,0,4,10,0,1,0,3,1,1,7,-1,0,0,0,2,2,1,0,6,0,0,0,5,0,1,7,-1,0,0,0,0,3,1,4,-1,0,0,0,4,2,1,3,6,0,0,0,0,0,1,7,-3,0,0,0,4,1,1
2,3,0,0,2,0,2,14,1,7,-2,0,0,0,4,1,2,6,-10,0,0,0,0,0,2,0,1,0,0,0,2,0,2,6,-9,0,0,0,-2,3,2,0,0,0,0,0,2,2,2,6,-8,0,0,0,-2,0,2,0,0,0,0,0,2,1,2
2,4,9,0,3,0,3,9,0,10,6,0,3,0,6,-1,1,1,6,0,0,0,2,1,1,7,-2,0,0,0,2,3,1,0,5,0,0,0,4,0,1,7,-2,0,0,0,0,4,1,4,-2,0,0,0,4,0,1,3,5,0,0,0,0,4,1
2,6,5,0,2,0,5,2,0,3,10,0,1,0,8,-2,0,7,5,0,0,0,4,1,2,0,7,0,0,0,4,2,2,6,-1,0,0,0,6,-1,2,3,-1,0,0,0,2,3,2,3,7,0,0,0,6,-1,2,6,-3,0,0,0,2,3,2
2,4,10,0,3,0,3,5,0,8,4,0,2,0,-2,2,0,1,7,0,2,0,0,-1,2,7,-1,0,0,0,-2,3,2,1,7,0,0,0,-2,0,2,7,-1,0,0,0,0,1,2,4,-1,0,0,0,-4,5,2,4,7,0,0,0,0,1,2
2,4,6,0,3,0,7,6,1,-1,9,0,3,0,6,1,2,4,-3,0,0,0,0,3,2,1,-3,0,0,0,4,2,2,0,4,0,0,0,1,1,2,4,-5,0,0,0,4,1,2,-2,5,0,0,0,4,-1,2,4,-4,0,0,0,0,3,2
2,7,11,0,4,0,8,20,1,8,11,0,6,0,4,14,1,5,10,1,3,0,3,20,3,5,23,2,2,0,-2,11,4,8,20,2,2,0,4,11,3,2,20,2,2,0,-4,19,2,-1,25,3,1,0,-1,19,2,13,13,1,2,0,9,-1,2
2,5,5,0,5,0,2,1,1,-2,7,0,4,0,6,5,2,10,11,0,2,0,1,7,2,6,-1,0,2,0,11,8,3,11,13,2,-1,0,13,3,2,11,6,2,2,0,8,-2,2,9,5,2,1,0,15,15,2,13,1,2,0,0,6,9,2
2,6,11,0,2,0,6,1,2,-4,8,-2,4,0,6,4,2,-4,10,-1,2,0,5,-5,3,-5,20,2,-3,0,7,12,4,10,9,-2,3,0,6,14,3,2,5,-2,1,0,6,8,2,-4,19,-1,1,0,6,-1,3,-1,9,2,-2,0,-2,10,2
2,5,14,1,5,0,2,3,0,-9,9,0,3,0,-2,0,0,13,7,1,4,0,0,0,2,10,10,0,4,0,-4,3,2,20,2,2,1,0,0,2,2,4,9,2,1,0,-4,0,2,8,10,3,1,0,0,1,2,0,10,2,1,0,0,-1,2
2,3,7,0,3,0,3,10,1,-2,6,0,2,0,-1,2,2,4,-2,0,2,0,-1,3,2,1,-2,0,2,0,1,1,2,0,5,0,0,0,-3,4,2,4,-4,0,0,0,1,1,2,-2,6,0,0,0,-3,4,2,4,-3,0,0,0,1,2,2
2,6,10,0,2,0,3,10,1,10,9,0,1,0,0,3,2,2,6,0,0,0,4,-1,2,7,-1,0,0,0,0,3,2,4,-1,0,0,0,4,2,2,4,7,0,0,0,0,0,2,7,-3,0,0,0,4,1,2,1,7,0,0,0,4,-1,2
2,6,0,0,-1,0,3,8,1,1,4,5,-4,0,4,-3,2,6,5,0,-2,0,2,0,2,4,4,0,-1,0,2,2,2,5,6,3,-5,0,5,0,2,-1,10,1,-1,0,0,3,2,-2,1,2,-1,0,4,2,2,2,0,0,0,0,0,0,2
2,2,6,0,2,0,10,11,1,-5,5,0,0,0,-7,0,2,1,4,0,0,0,-6,-11,0,-3,-2,0,0,0,-5,-23,1,-3,6,0,0,0,-1,-14,2,0,-4,0,0,0,-1,-36,2,-6,6,0,0,0,-10,-8,1,0,-2,0,0,1,9,14,1
2,7,2,0,5,0,1,3,3,-1,2,4,0,-1,-9,1,1,9,2,0,2,-1,-6,1,3,3,2,0,1,-1,-6,-4,2,-1,-5,1,1,-1,5,-8,3,-11,-10,1,2,-1,8,0,1,-5,-7,-1,4,0,11,19,1,-7,-1,-1,3,0,11,21,2
2,8,-7,1,1,0,10,9,1,0,-1,0,0,0,-1,1,3,2,-4,1,-1,0,2,7,1,2,2,2,-2,0,-7,-1,0,-4,-5,0,3,0,-7,-4,1,-5,-8,0,2,0,-8,1,3,-10,-6,1,0,0,-8,-2,4,-5,-13,-3,4,0,-7,8,0
2,19,-1,2,2,0,7,12,1,1,7,1,5,0,6,8,2,8,9,1,4,0,1,8,2,9,8,0,4,0,5,5,2,9,4,0,2,0,0,8,2,19,9,2,2,0,4,7,2,21,17,3,3,0,1,6,2,21,23,2,3,0,4,6,2
2,23,24,3,3,0,7,8,1,17,18,0,6,0,4,1,2,-2,11,2,4,0,0,4,2,19,36,3,1,0,4,0,2,7,22,-2,7,0,0,4,2,6,6,0,5,0,4,3,2,19,29,0,3,0,0,1,2,20,28,4,3,0,4,2,2
2,3,4,0,2,0,4,9,1,9,2,0,1,0,-2,-1,2,4,-2,0,0,0,2,1,2,3,0,0,0,0,0,0,2,6,-10,0,0,0,0,2,2,0,0,0,0,0,2,-1,2,6,-9,0,0,0,-2,3,2,-1,-1,0,0,0,2,-1,2
2,2,6,0,2,0,5,8,0,-3,9,0,1,0,5,4,1,3,8,0,1,0,0,1,1,-3,-2,0,0,0,4,2,1,-3,6,0,0,0,2,1,1,0,-4,0,0,0,2,3,1,-6,6,0,0,0,4,0,1,0,-2,0,0,0,0,4,1
2,4,5,0,2,0,-4,16,2,10,3,0,1,0,-6,13,-3,5,-6,0,1,1,16,24,2,3,0,0,0,0,6,3,2,7,-9,0,0,0,3,1,-1,1,1,0,0,0,13,13,1,7,-8,0,0,0,2,25,2,0,0,0,0,0,-7,0,3
2,10,3,1,1,0,15,20,0,11,9,4,1,0,-5,13,1,8,-4,0,0,0,-4,10,2,11,15,2,-2,0,14,15,1,11,8,1,2,0,6,14,3,22,12,3,2,0,4,21,2,2,-6,1,1,0,-1,17,1,3,12,2,3,0,1,0,2
2,20,5,5,4,1,3,13,0,11,9,2,1,0,13,25,2,27,6,1,1,0,-4,7,1,10,5,3,4,1,16,6,2,9,6,0,2,0,6,-9,2,13,2,1,3,0,4,18,3,14,0,1,1,0,21,16,3,17,6,1,6,0,-1,12,0
2,14,4,3,3,0,6,11,1,9,7,2,0,0,-1,-3,1,4,11,1,3,0,13,12,1,6,19,5,-1,0,11,-4,1,9,1,2,-1,0,13,22,1,15,10,1,1,0,-4,18,1,-3,0,0,2,1,20,14,1,16,1,2,2,0,2,-1,1
2,17,3,2,3,0,8,-1,2,2,20,0,4,0,5,5,3,2,5,0,3,0,15,15,2,2,8,1,3,0,11,23,3,4,-4,-1,2,0,12,14,3,7,7,1,1,0,9,0,4,0,6,0,-2,0,8,25,4,0,2,0,1,0,10,18,2
2,2,1,6,0,0,5,17,2,-2,14,0,3,0,4,27,3,-6,1,5,-1,0,13,-4,1,2,-8,0,2,0,4,4,1,-3,4,1,4,0,5,24,2,0,2,0,2,0,5,24,3,-3,-1,6,-1,0,10,1,0,17,6,1,5,0,2,20,3
2,3,8,2,3,0,-2,8,0,-1,10,4,0,0,-2,15,3,-1,10,1,1,0,-7,15,2,8,8,6,-2,0,4,8,2,2,13,0,3,0,-6,11,2,17,14,4,-1,0,1,6,3,8,1,1,1,0,7,8,3,9,6,2,1,0,-1,11,3
2,3,9,7,0,0,3,8,-1,10,8,5,1,0,-4,24,0,4,10,4,2,0,22,2,2,3,7,0,4,0,-2,13,-1,1,4,1,3,0,-7,-1,2,2,19,0,4,0,3,8,2,2,5,2,3,0,-3,11,0,9,10,5,1,0,-4,8,1
2,13,7,1,4,0,3,-11,-2,18,9,2,0,0,5,8,3,-3,9,1,2,0,5,9,2,17,16,3,0,0,1,-7,1,10,-2,0,3,0,7,4,2,13,1,2,1,0,13,-2,3,14,-3,3,0,0,6,-11,3,6,-5,1,0,0,7,16,2
2,3,16,2,1,0,4,11,1,5,20,5,-1,0,6,12,3,8,13,1,-1,0,5,10,2,8,0,2,-1,0,-1,19,2,-5,12,0,-1,0,3,5,2,14,5,2,-2,0,4,13,3,10,5,2,-2,0,3,17,1,4,11,0,-1,0,2,19,2
2,6,10,0,2,0,3,9,1,10,8,0,1,0,4,2,2,1,7,0,0,0,2,1,2,7,-1,0,0,0,2,3,2,4,-1,0,0,0,4,0,2,3,6,0,0,0,0,4,2,7,-3,0,0,0,4,0,2,1,7,0,0,0,0,4,2
2,-3,10,0,2,0,2,10,1,-5,8,0,0,0,-2,3,2,0,-1,0,0,0,2,-1,2,-6,8,0,0,0,1,4,2,0,0,0,0,0,-2,3,2,-6,8,0,0,0,1,1,2,0,0,0,0,0,-4,4,2,0,-2,0,0,0,0,3,2
2,9,16,2,4,0,-5,18,1,9,3,1,5,0,-3,16,2,-1,17,2,3,0,5,-7,4,-5,8,6,2,0,-4,-5,0,9,-1,1,6,0,3,31,1,16,8,3,5,0,-4,22,1,-2,13,1,6,0,6,23,2,-3,13,1,7,0,1,26,2
2,5,5,1,4,0,4,9,0,8,7,-1,4,0,12,12,0,3,6,0,3,0,21,12,0,5,8,4,-1,0,14,-6,3,4,6,1,2,0,23,6,2,4,4,3,0,0,20,13,0,1,7,1,1,0,14,-3,0,5,11,0,3,0,12,16,0
2,6,7,0,2,0,4,8,1,-1,5,0,1,0,-1,3,2,4,-2,0,0,0,2,0,2,4,-4,0,0,0,1,0,2,-2,7,0,0,0,0,1,2,4,-3,0,0,0,2,-1,2,-2,6,0,0,0,-2,2,2,4,-2,0,0,0,2,-2,2
2,6,10,0,2,0,5,6,1,10,9,0,1,0,6,0,2,1,7,0,0,0,0,2,2,7,-1,0,0,0,4,0,2,4,-1,0,0,0,2,-1,2,4,7,0,0,0,2,1,2,7,-3,0,0,0,4,-2,2,1,7,0,0,0,0,2,2
2,6,3,0,2,0,4,9,1,8,-2,0,0,0,-2,-1,2,1,0,0,0,0,2,2,2,7,-8,0,0,0,-1,1,2,4,-8,0,0,0,2,1,2,3,-1,0,0,0,2,0,2,7,-10,0,0,0,-2,3,2,1,0,0,0,0,3,0,2
2,2,8,0,2,0,7,3,0,-5,7,0,0,0,16,-2,2,0,0,0,0,0,13,9,3,-6,8,0,0,0,6,11,3,0,0,0,0,0,15,12,3,0,-2,0,0,1,21,27,3,-6,9,0,0,0,12,3,3,0,-1,0,0,0,18,-3,3
2,6,9,0,3,2,15,12,0,8,-2,0,3,0,11,0,-1,0,7,0,0,0,17,7,1,7,-2,0,0,0,6,9,-1,1,6,0,0,0,9,6,0,7,-1,0,0,0,5,8,0,1,6,0,0,0,6,12,1,7,-1,0,0,0,8,0,-2
2,9,9,0,2,0,3,9,1,10,7,0,1,0,5,3,2,1,8,0,0,0,2,1,2,7,-2,0,0,0,2,3,2,1,7,0,0,0,4,0,2,7,-1,0,0,0,0,4,2,1,7,0,0,0,4,0,2,7,-1,0,0,0,0,4,2
2,0,11,0,3,0,2,8,0,5,-2,0,2,0,-3,9,0,-1,6,0,0,0,0,7,2,5,-1,0,0,0,-4,6,2,-2,6,0,0,0,0,6,2,5,-1,0,0,0,0,5,2,5,-3,0,0,0,-4,8,2,-1,8,0,0,0,1,5,2
2,5,6,0,2,0,4,10,1,-2,10,0,1,0,2,0,2,3,-2,0,0,0,4,2,2,0,-2,0,0,0,0,0,2,0,6,0,0,0,4,1,2,3,-4,0,0,0,2,0,2,-3,6,0,0,0,2,2,2,3,-2,0,0,0,4,-1,2
2,6,7,1,1,0,-1,19,0,2,-1,1,0,0,4,0,1,0,5,0,0,0,4,0,1,4,-4,0,0,0,0,4,1,-2,6,0,0,0,4,3,1,4,-3,0,0,0,0,1,1,-2,6,0,0,0,4,2,1,4,-2,0,0,0,2,1,1
2,2,7,0,3,0,10,13,3,-2,10,0,3,0,1,8,4,3,-2,0,2,0,-2,-3,2,0,-2,0,0,0,14,-1,2,0,6,0,0,0,0,24,4,3,-4,0,0,0,4,19,3,-3,7,0,0,0,7,21,4,3,-3,0,0,0,-1,14,5
2,18,1,1,5,0,12,10,3,19,7,1,2,0,9,15,1,20,14,3,1,0,11,11,2,22,6,2,2,0,11,7,2,18,-3,1,3,0,1,1,2,24,7,2,2,0,7,10,4,23,2,3,1,0,4,-2,4,25,-2,2,2,0,18,5,1
2,16,11,-1,10,0,8,13,4,4,5,-1,5,0,2,5,4,12,5,-1,6,0,-1,3,5,7,10,0,5,0,14,10,3,3,13,-1,5,0,4,-1,4,2,10,1,4,0,-1,21,3,10,4,2,2,0,4,6,3,14,6,4,4,0,15,18,4
2,3,6,5,-5,0,24,8,1,3,1,-1,1,0,9,13,1,4,-12,1,-1,0,14,11,1,9,-3,1,-1,0,17,16,-1,12,-5,3,-5,0,22,8,2,11,-14,2,-3,0,12,11,2,14,-4,2,-3,0,13,9,2,6,-2,5,-7,0,28,16,2
2,2,9,0,2,0,20,24,2,4,18,-1,2,0,17,9,2,10,13,2,-1,0,9,7,3,-2,1,3,-1,0,10,2,4,-3,-5,0,1,0,7,14,2,1,13,3,-1,0,-6,18,2,7,14,0,0,0,3,12,3,-7,2,1,1,0,0,22,3
2,2,8,1,5,0,7,13,2,6,0,3,2,0,9,26,0,7,3,2,4,0,0,18,3,-7,11,2,3,0,9,7,2,10,8,1,5,0,4,8,2,4,5,3,3,0,-2,15,3,3,16,4,1,0,-2,7,1,17,5,0,4,0,2,24,3
2,15,5,1,5,0,11,5,-1,-1,-3,0,5,0,4,17,2,-5,-3,0,4,0,4,17,2,1,5,0,4,0,2,8,1,1,8,3,-1,0,9,23,2,-1,9,2,3,0,2,19,1,6,-5,1,1,0,5,7,3,-7,2,-1,3,0,14,-12,2
2,2,-9,1,3,0,1,5,4,10,2,0,2,0,3,2,2,3,8,0,1,0,-8,25,3,12,-1,-1,2,0,2,15,3,3,-7,1,4,0,-5,8,3,-5,0,1,4,0,1,2,3,0,6,1,1,0,0,25,4,-7,2,2,0,0,1,21,3
2,1,8,3,2,0,5,20,2,5,12,3,1,0,14,-12,2,16,17,1,3,0,3,-3,3,-4,2,4,2,0,13,3,2,13,23,1,1,0,10,-1,1,8,17,2,4,0,-2,8,2,4,13,0,4,0,8,-6,0,14,5,5,1,0,2,7,1
2,6,2,2,3,0,5,27,4,13,2,0,2,0,14,25,3,7,1,5,-1,0,7,19,3,11,-4,2,2,0,9,5,4,9,9,2,0,0,4,32,1,-3,6,1,3,0,2,13,5,4,14,1,2,0,6,10,3,21,-11,0,3,0,9,10,4
2,-2,3,1,1,0,3,8,1,6,11,2,0,0,0,-5,2,-3,7,1,1,0,3,7,1,13,4,2,0,0,7,8,2,10,6,1,-1,0,8,14,0,0,0,2,-1,0,8,-4,2,2,12,2,0,0,16,-5,3,7,0,1,0,0,10,-10,3
2,9,-4,0,5,0,6,27,1,-2,5,2,2,0,13,42,1,-4,15,3,0,0,7,13,1,-11,14,0,3,0,9,33,0,18,19,8,-3,0,12,22,-1,-3,-3,0,4,0,3,13,1,4,5,4,0,0,0,24,2,4,13,3,2,0,0,23,0
2,8,0,3,3,0,-2,23,1,12,12,5,2,0,0,13,1,26,10,0,2,0,-4,15,1,4,7,1,2,0,3,11,2,14,5,3,0,0,-6,10,0,-5,-4,1,3,0,6,6,1,10,10,1,3,0,-4,17,0,11,8,3,2,0,-4,15,0
2,-2,-12,5,-1,0,-3,23,4,-1,2,1,3,0,8,9,2,7,9,0,5,0,8,-9,3,13,6,1,3,0,3,30,3,-3,-3,0,3,0,15,5,4,8,1,0,2,0,1,26,2,3,4,4,0,0,11,-6,2,9,-11,0,3,0,10,-15,3
2,5,-2,2,2,0,1,13,1,9,4,0,5,0,6,14,2,22,-8,1,5,0,8,26,5,20,9,4,1,0,3,17,3,14,4,0,2,0,2,13,4,7,9,2,1,0,-2,8,2,2,14,4,0,0,10,26,4,13,-1,1,3,0,4,12,3
2,0,5,5,-2,0,3,9,0,8,4,2,-1,0,10,14,1,-4,-5,0,1,0,1,10,2,16,-2,1,0,0,6,4,1,6,-19,0,1,0,0,-2,1,11,-7,2,2,0,4,12,0,0,13,0,0,0,0,2,3,3,6,0,0,0,10,0,0
2,13,9,0,5,0,14,0,3,24,-1,2,2,0,14,1,3,9,-10,1,0,0,7,-6,4,16,6,1,-1,0,20,0,4,13,2,2,4,0,16,2,2,4,6,0,2,0,18,15,2,12,-2,1,3,0,11,14,2,18,1,3,0,0,10,10,2
2,13,5,-1,5,0,2,21,-1,12,12,0,3,0,7,5,3,-1,12,1,1,0,-4,17,4,7,18,-1,2,0,2,20,2,-1,18,1,3,0,-1,15,3,3,13,2,-1,0,-2,4,3,10,11,0,3,0,3,7,2,2,3,-1,2,0,7,9,1
2,10,3,2,3,0,6,11,1,2,7,3,3,0,2,-4,3,16,10,1,2,0,8,-1,2,18,5,3,0,0,3,1,3,9,6,1,1,0,5,10,2,20,15,2,2,0,3,4,4,17,9,2,2,0,2,16,2,7,-2,0,6,0,-2,13,3
2,6,0,0,5,0,3,10,4,9,-3,0,3,0,3,17,0,12,6,0,4,0,5,-11,4,0,7,2,3,0,0,4,5,4,4,1,3,0,5,-8,3,16,-9,0,3,0,-3,9,5,17,1,5,1,0,4,15,3,29,4,0,3,0,10,13,5
